R&D Software Engineer I - Shockwave Medical	2026-01-28	https://jobright.ai/jobs/info/697aab148dbbf73badc7ebe5?utm_source=1100&utm_campaign=Software Engineering	On Site	Santa Clara, CA	Johnson & Johnson MedTech	$73K-$117K /yr	10000+		"1. Bachelor’s Degree in Computer Science or Electrical Engineering
2. Demonstrated experience with microcontroller programming and embedded systems development through academic coursework or personal projects
3. Proficient in C programming language, object-oriented language like C# is a plus
4. Experience with Makefile, Compilers, Linkers and Assembly level code
5. Experience in the use of software development tools including emulators, in-circuit debugging tools, Oscilloscopes and Logic Analyzers
..."	not sure	
ALIS Systems Security Administrator - Level 1	2026-01-28	https://jobright.ai/jobs/info/698182aa49964d25b5e47f9f?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
Fort Worth Texas
Possible"	Lockheed Martin	$57500-$101430 /yr	10000+	Aerospace, Cyber Security	"1. Ability to obtain Active DOD Secret Clearance
2. DoD IAT Level II certification (Security+, CySA+, or CCNA Security) or greater
3. Background in Information Technology Systems"	no	
Data Center Technician , DCC Communities	2026-01-28	https://jobright.ai/jobs/info/697ae165c532c4768fe09934?utm_source=1100&utm_campaign=Software Engineering	On Site	Sparks, Nevada, USA	Amazon	$29-$52 /hr	10000+	Artificial Intelligence (AI), Delivery	"1. Work a flexible schedule including weekends, nights, and holidays
2. 18+ months of computer/server hardware troubleshooting or related IT experience
3. 18+ months of computer layer 1/2 networking experience (including troubleshooting and repair)
4. Ability to travel to or commute between data center locations as needed
5. Willingness to temporarily work at alternative sites during training periods or until assigned facility is operational
..."	no	
Software Developer - Entry Level	2026-01-28	https://jobright.ai/jobs/info/697af3af17b11b1c2e41d62d?utm_source=1100&utm_campaign=Software Engineering	On Site	Lubbock, TX	FundView	$50000-$60000 /yr	11-50	Accounting, Government	"1. Bachelor’s degree in Computer Science or a related field or equivalent experience
2. Foundational understanding of Object-Oriented Programming concepts
3. Foundational understanding of HTML/CSS
4. Foundational understanding of SQL and basic database principles
5. Strong attention to detail and eagerness to learn
..."	no	yes
Graduate 2026 PhD Scientist II - Operations Research or ML (Mobility and Delivery Tech), US	2026-01-28	https://jobright.ai/jobs/info/697ae2c51423772304eac96d?utm_source=1100&utm_campaign=Software Engineering	On Site	San Francisco, CA, US	Uber	$161000-$179000 /yr	10000+	Logistics, Mobile Apps	"1. Completing or recently completed a Ph.D. in Operations Research, Machine Learning, Statistics, or other quantitative fields
2. Knowledge of underlying mathematical foundations of optimization, stochastic processes, statistics, and machine learning
3. Strong problem solving and analytical abilities
4. Familiarity with SQL
5. Proficiency with a programming language such as R or Python"	not sure	yes
Data Engineer, Support	2026-01-28	https://jobright.ai/jobs/info/697c06af1423772304ec53a1?utm_source=1100&utm_campaign=Software Engineering	Remote	Remote-USA	IntusCare	N/A	11-50	Analytics, Elder Care	"1. Bachelor’s degree in Computer Science, Information Systems, or related field, or equivalent practical experience
2. 1–4 years of professional experience as a Software Engineer or Data Engineer
3. Proficiency in Python and experience working with production data pipelines or ETL/ELT workflows
4. Working knowledge of SQL and experience with relational or analytical databases
5. Exposure to backend or full-stack development, including JavaScript and backend frameworks such as Node.js
..."	no	
Software Engineer, Global CRM Platform	2026-01-28	https://jobright.ai/jobs/info/697aa19cf6fc293b0a2c8942?utm_source=1100&utm_campaign=Software Engineering	On Site	San Jose, CA	TikTok	$137K-$259K /yr	10000+	Content Creators, Content Discovery	"1. Bachelor's degree or above in computer science or related fields.
2. 1+ years of experience building scalable systems."	not sure	
Software Engineer II	2026-01-28	https://jobright.ai/jobs/info/697a9be4f6fc293b0a2c83e4?utm_source=1100&utm_campaign=Software Engineering	Hybrid	San Mateo, CA	Sony Interactive Entertainment	$164K-$246K /yr	10000+	Consumer Goods, Music	"1. Master’s degree in Computer Science or related field or equivalent
2. one (1) year of experience in the technology industry developing immersive interactive experiences using real-time 3D engines and spatial frameworks
3. building interactive prototypes involving real-time rendering and non-standard input/output systems
4. writing briefs and presenting on various concepts and technologies in Figma and PowerPoint
5. testing and evaluating prototype experiences using Javascript and web-based 3D libraries
..."	not sure	
Security Analyst	2026-01-28	https://jobright.ai/jobs/info/697a9686f6fc293b0a2c7b6f?utm_source=1100&utm_campaign=Software Engineering	Remote	South San Francisco	Aechelon Technology Inc.	$106000-$111000 /yr	101-250	Information Technology, Software	"1. Bachelor’s degree in Cybersecurity, Information Technology, or a related field.
2. 1+ years of experience in cybersecurity, compliance, or IT security operations.
3. Working knowledge of NIST 800-171, CMMC, or related DoD cybersecurity frameworks.
4. Strong documentation and organizational skills, with attention to detail.
5. Excellent written and verbal communication skills."	not sure	
Data Engineer	2026-01-28	https://jobright.ai/jobs/info/697a9560f6fc293b0a2c78c7?utm_source=1100&utm_campaign=Software Engineering	Remote	United States	Convey Health Solutions	$90K-$110K /yr	1001-5000	Health Care, Hospital	"1. Bachelor’s degree in - Computer Science, Data Engineering, Data Science, or Statistics.
2. Python & PySpark (0–2 yrs) – Assisted in building ETL pipelines for structured and semi-structured data.
3. Airflow (0–1 yr) – Supported DAG development and gained familiarity with pipeline orchestration.
4. AWS S3 & Glue (0–1 yr) – Loaded data into cloud storage and supported basic transformations.
5. Git & Jupyter (0-1 yr) – Used notebooks for prototyping and Git for version control.
..."	not sure	yes
MAGENTO DEVELOPER	2026-01-28	https://jobright.ai/jobs/info/697a948f9d60e431a16c2726?utm_source=1100&utm_campaign=Software Engineering	Remote	Los Angeles, CA	Coalition, Inc.	$17-$35 /hr	501-1000	Cyber Security, Information Technology	"1. Convert Figma or PSD designs into pixel-perfect, responsive Magento sites.
2. Basic server management knowledge (e.g., configuring hosting environments, performance tuning, or deployment processes) is a plus.
3. Experience with Progressive Web Apps (PWA), headless Magento architectures, or modern frontend frameworks (Magento PWA Studio, Vue Storefront, etc.) is an advantage.
4. Knowledge of AI/ML-driven e-commerce features, personalised recommendations, and Core Web Vitals performance optimisation is desirable.
5. Understanding of omnichannel commerce (online, marketplaces, POS integration) and scalable cloud deployment best practices is a plus.
..."	not sure	
R&D Software Engineer I - Shockwave Medical	2026-01-28	https://jobright.ai/jobs/info/697a9474f6fc293b0a2c76bb?utm_source=1100&utm_campaign=Software Engineering	On Site	Santa Clara, CA	Johnson & Johnson	$73K-$117K /yr	10000+		"1. Bachelor’s Degree in Computer Science or Electrical Engineering
2. Demonstrated experience with microcontroller programming and embedded systems development through academic coursework or personal projects
3. Proficient in C programming language, object-oriented language like C# is a plus
4. Experience with Makefile, Compilers, Linkers and Assembly level code
5. Experience in the use of software development tools including emulators, in-circuit debugging tools, Oscilloscopes and Logic Analyzers
..."	not sure	
FRONT END DEVELOPER	2026-01-28	https://jobright.ai/jobs/info/697a925ef6fc293b0a2c723b?utm_source=1100&utm_campaign=Software Engineering	Remote	Los Angeles, CA	Coalition, Inc.	$17-$35 /hr	501-1000	Cyber Security, Information Technology	"1. Experience with modern JavaScript ES6+
2. Experience using any Frontend Frameworks/Libraries (e.g, React, Vue, AngularJS, etc)
3. Strong communication and collaboration skills, able to clearly discuss ideas, technical concepts, and feedback
4. A proactive mindset and the ability to take initiative and ownership of your work
5. An expertise in HTML5, CSS3, and jQuery
..."	not sure	
Associate IT Engineer -Azure Cloud Infrastructure Engineering	2026-01-28	https://jobright.ai/jobs/info/695edbea0badca5763af548c?utm_source=1100&utm_campaign=Software Engineering	On Site	Ankeny, IA	Casey's	$65K-$89K /yr	10000+	E-Commerce, Food and Beverage	"1. This position requires authorization to work in the U.S. without the need for employment-based immigration sponsorship now or in the future. Casey’s will not provide sponsorship or employer support for applications or petitions for F-1 OPT, F-1 CPT, H-1B, L-1, TN, O-1, E-3, H-1B1, J-1, or any other employment-based visa.
2. Bachelor’s degree in Computer Science, Information Technology, or related field; or equivalent experience (internships, coursework, certifications).
3. Must have at least 1 year hands-on experience with Microsoft Azure cloud services including resource provisioning, configuration, and troubleshooting.
4. Hands-on experience with Infrastructure as Code (IaC) using Terraform.
5. Familiarity with Microsoft Azure fundamentals (AZ-900 certification preferred).
..."	no	
Developer 2, Programming	2026-01-28	https://jobright.ai/jobs/info/697a913af6fc293b0a2c6fe7?utm_source=1100&utm_campaign=Software Engineering	On Site	San Jose, CA	Western Digital	N/A	10000+	Big Data, Computer	"1. Candidates must possess a Bachelor's or Master's degree in Computer Science, Information Technology, with an expected graduation date between June 2025 and June 2026.
2. This position demands a high level of commitment and flexibility. Successful candidates must be prepared to engage in periods of on-call duty and overnight work to support our critical 24/7 factory environment.
3. The successful candidate must have experience in using C++, C#, as well as source control, object-oriented programming, along with core AI and ML concepts and understanding.
4. Strong understanding of structured/iterative code development and documentation, and the communications and collaboration with offshore code development team that goes with it.
5. Written communication skills: The successful candidate must be able to write clear requirements documents, design documents, test plans and end-user documentation.
..."	not sure	
Software Engineer	2026-01-28	https://jobright.ai/jobs/info/697a8d20f6fc293b0a2c682b?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Hybrid (Boston, MA)	LinkSquares	$70000-$100000 /yr	251-500	Artificial Intelligence (AI), Contact Management	"1. A people person who thrives when working with a diverse set of customers or teammates
2. Exposure to APIs as a developer consuming services but preferentially building them for others to consume
3. Experience developing software using Ruby on Rails
4. Experience with a frontend framework like React, Angular or Vue
5. Intellectual curiosity and a team-first philosophy are MUST HAVES!
..."	not sure	
LARAVEL DEVELOPER	2026-01-28	https://jobright.ai/jobs/info/697a8cde9d60e431a16c1784?utm_source=1100&utm_campaign=Software Engineering	Remote	Los Angeles, CA	Coalition, Inc.	$15-$35 /hr	501-1000	Cyber Security, Information Technology	"1. An expertise in PHP, MySQL, HTML5, and CSS3.
2. The ability to convert PSDs to Laravel and PHP sites.
3. The ability to work in a LEMP development environment.
4. Strong understanding of SOLID principles.
5. Solid fundamentals: MVC architecture, OOP, Eloquent ORM, Blade, routing/middleware, Composer.
..."	not sure	
Autonomy/AI Software Engineer-Early Career	2026-01-28	https://jobright.ai/jobs/info/697a8c588dbbf73badc7bad1?utm_source=1100&utm_campaign=Software Engineering	On Site	San Francisco Bay Area	Kodiak	$130,000-$160,000 /yr	101-250	Autonomous Vehicles, Logistics	"1. C++ Coding Skills. You are a strong problem-solver and critical thinker
2. Flexibility. You have the ability to work across domains on a wide range of challenges
3. Curiosity. You are interested in new domains to expand your horizons as a software engineer and provide a complete system wide solution
4. Great communicator. You are writing clear and concise documentation to gather feedback from across the team to find the best solution
5. A team player. You take ownership and work with the team to deliver exceptional results. You are interested in the performance of the entire system across engineering disciplines"	yes	
2026 Technology Early Career Development Program - Data/Cloud Engineer	2026-01-28	https://jobright.ai/jobs/info/697a8bf79d60e431a16c15b8?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Lake Mary, FL	Healthfirst	$66500-$90440 /yr	1001-5000	Commercial Insurance, Health Care	"1. Project, internship or work experience with SQL and Python
2. Fundamental knowledge and skills in data pipelining and cloud technologies (AWS, Azure, GCP)
3. Interest in growing skills in various technologies to become Data/Cloud Engineers
4. Undergraduate degree from an accredited institution
5. Graduated within 12 months of the program starting on 09/2026
..."	no	
System Administrator - MC2 (4860)	2026-01-28	https://jobright.ai/jobs/info/695ede4ba112b402660d974e?utm_source=1100&utm_campaign=Software Engineering	On Site	Patuxent River, MD	SMX	$26-$48 /hr	1001-5000	Analytics, Cloud Computing	"1. Clearance Required: Secret
2. Interim Secret required to start, with ability to obtain Top Secret clearance
3. Knowledge of DoD Information Assurance practices, including Security Technical Implementation Guide (STIG)
4. Must be able to interact with peers, management, and senior engineers in a constantly evolving environment to ensure a positive customer experience and atmosphere in the workplace.
5. 1-3 years IT related experience
..."	no	
Cloud Administrator	2026-01-28	https://jobright.ai/jobs/info/69601e167ebc25398eb60cc0?utm_source=1100&utm_campaign=Software Engineering	On Site	Washington, DC	Accenture Federal Services	$76100-$136700 /yr	10000+	Consulting, Finance	"1. 1+ years of experience administering AWS cloud environments
2. Strong knowledge of AWS core services (EC2, S3, RDS, VPC, IAM, CloudWatch)
3. Experience with Linux server administration in cloud environments
4. Proficiency in scripting languages (e.g., PowerShell, Bash, Python)
5. Understanding of networking concepts, including VPCs, subnets, security groups, and routing
..."	no	
Website Designer/Front-end Developer	2026-01-28	https://jobright.ai/jobs/info/697aa4d98dbbf73badc7e146?utm_source=1100&utm_campaign=Software Engineering	On Site	London, Ontario, Canada	Emco Corporation: Plumbing, HVAC, Waterworks, Industrial, Irrigation, Fire Protection	$50000-$55000 /yr	1001-5000	Construction, Heating  Ventilation  and Air Conditioning (HVAC)	"1. Post-secondary degree or diploma in Marketing, Communications, Web development or related field
2. 1-3 years of experience in design/front-end development
3. Strong understanding of responsive and mobile-first design principles
4. Familiarity with SEO best practices"	not sure	
Software Engineer I (4991)	2026-01-28	https://jobright.ai/jobs/info/697a7f43f6fc293b0a2c51b3?utm_source=1100&utm_campaign=Software Engineering	On Site	Huntsville, AL	SMX	$73,100-$121,800 /yr	1001-5000	Analytics, Cloud Computing	"1. Clearance Required: Secret
2. Bachelor’s degree in Computer Science or related field required
3. 4 additional years of related experience may be substituted for the degree requirement
4. 0-10 years of relevant experience
5. Knowledge of, and experience employing, the software development life cycle
..."	no	yes
Software Automated Test Engineer	2026-01-28	https://jobright.ai/jobs/info/697a7da69d60e431a16bfef3?utm_source=1100&utm_campaign=Software Engineering	Hybrid	West Point, CA	Innovative Defense Technologies (IDT)	$74K-$150K /yr	101-250	Information Technology, Software	"1. All applicants must currently possess an active Secret U.S. Security Clearance.
2. This is an on-site position. Requiring at least 3 days in office, based out of our Point Mugu, CA location.
3. Bachelor’s degree in Computer Science, Information Technology, Computer Engineering, Electrical Engineering, Systems Engineering, Physics, Math, or related field (or equivalent full-time professional experience).
4. Ability to travel up to 5% of the time as needed.
5. Experience with software testing, test automation, and test tools.
..."	no	
Software Engineering I (Onsite)	2026-01-28	https://jobright.ai/jobs/info/697a79e99d60e431a16bfa25?utm_source=1100&utm_campaign=Software Engineering	On Site	Marlborough, MA	Collins Aerospace	$57K-$109K /yr	10000+	Aerospace, Industrial	"1. Recent Graduates with a Bachelor’s degree from an accredited college or university in the STEM areas of Computer Science, Software Engineering or Math
2. U.S. citizenship is absolutely required, as only U.S. citizens are authorized to access information under these programs/contracts."	no	
Software Engineer	2026-01-28	https://jobright.ai/jobs/info/697a79dbf6fc293b0a2c4bd3?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
San Francisco, CA
New York, NY
United States"	Valon	$140K-$200K /yr	251-500	Financial Services, FinTech	"1. Bachelor’s degree in Computer Science or related field.
2. Requires 1 year of software engineering experience building quality software applications at scale, including ability to work cross-functionally to balance product and technical requirements, building scalable systems from scratch with a fast turnaround.
3. Experience with one of the following: web application development, mobile application development, building large-scale distributed systems, or infrastructure management.
4. Must have legal authority to work in the U.S."	not sure	
USDA-ARS Tree Nut Pest Management Analysis	2026-01-28	https://jobright.ai/jobs/info/697aa50b8dbbf73badc7e1b1?utm_source=1100&utm_campaign=Software Engineering	On Site	Parlier, CA	Oak Ridge Institute for Science and Education	$5000-$5120 /mon	251-500		"1. Master's degree in one of the relevant fields
2. Degree must have been received within the past four years
3. U.S. Citizen Only"	no	
Machine Learning Engineer (New Grad)	2026-01-28	https://jobright.ai/jobs/info/697a78819d60e431a16bf837?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
Mountain View, CA
Mountain View"	MAI Agents	$90K-$140K /yr	11-50		"1. A Master’s or PhD’s degree in Computer Science or a related quantitative field, OR a Bachelor's degree with strong internship, project-related software engineering experience.
2. A strong theoretical foundation and a proven ability to conduct and apply original research.
3. Proficiency in a modern programming language (e.g., Python).
4. Passion for turning groundbreaking research into robust, scalable production systems.
5. Machine Learning/AI: Experience implementing or fine-tuning models from research papers, or a strong publication record in top-tier conferences.
..."	not sure	yes
Founding Engineer (Data, Fullstack, Platform)	2026-01-28	https://jobright.ai/jobs/info/697a9be08dbbf73badc7d7ff?utm_source=1100&utm_campaign=Software Engineering	Remote	United States	In The Loop	$80000-$80000 /yr	1-10		"1. Early-career engineer or new graduate with strong fundamentals and an ambitious portfolio
2. Comfortable working across React, Python, and JavaScript/TypeScript
3. Excited by ambiguity and real-world systems
4. Interested in data, experimentation, and product impact
5. Curious about hardware × software problems
..."	not sure	
2026 Technology Early Career Development Program - Data/Cloud Engineer	2026-01-28	https://jobright.ai/jobs/info/6972ab024ccbf64f8df2b5d0?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
New York, NY
Lake Mary, FL"	Healthfirst	$66,500-$90,440 /yr	1001-5000	Commercial Insurance, Health Care	"1. Project, internship or work experience with SQL and Python
2. Fundamental knowledge and skills in data pipelining and cloud technologies (AWS, Azure, GCP)
3. Interest in growing skills in various technologies to become Data/Cloud Engineers
4. Undergraduate degree from an accredited institution
5. Graduated within 12 months of the program starting on 09/2026
..."	no	
IT Specialist (APPSW)	2026-01-28	https://jobright.ai/jobs/info/6977ef31fdeb8243a27ae9ac?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Greater Cleveland	DLA Careers	$90K-$121K /yr			"1. Must be a U.S. citizen
2. Tour of Duty: Set Schedule
3. Security Requirements: Non-Critical Sensitive
4. Appointment is subject to the completion of a favorable suitability or fitness determination, where reciprocity cannot be applied; unfavorably adjudicated background checks will be grounds for removal.
5. Fair Labor Standards Act (FLSA): Exempt
..."	no	
NW Deployment Edge Lead I, GND-NASA-Deploy	2026-01-28	https://jobright.ai/jobs/info/697a8e2a8dbbf73badc7bdb7?utm_source=1100&utm_campaign=Software Engineering	On Site	Irvine, California, USA	Amazon	$29-$52 /hr	10000+	Artificial Intelligence (AI), Delivery	"1. 1+ years of computer networking experience
2. 1+ years of Linux operating systems experience
3. Bachelor's degree in Information Technology, Computer Science, or a related field
4. Experience in computer networking
5. Experience working with Linux operating systems
..."	not sure	
Quality Assurance Tester	2026-01-28	https://jobright.ai/jobs/info/697a6a479d60e431a16be808?utm_source=1100&utm_campaign=Software Engineering	Remote	Broomall, PA 19008, USA	Xactus	$65000-$75000 /yr	501-1000	Credit, Fraud Detection	"1. 1- 5+ years quality assurance experience, preferably in a SaaS environment and/or in the financial services/fintech industry
2. Strong written and verbal communication skills
3. Strong analytical and problem-solving skills with an attention to detail
4. Self-starter who understands how to effectively deal with ambiguity and with changing priorities
5. Deep understanding of agile testing methodologies, concepts and practices throughout the SDLC process
..."	no	
Software Engineer -  Systems PhD Candidates	2026-01-28	https://jobright.ai/jobs/info/6941a8ba14ee092a69ffcf32?utm_source=1100&utm_campaign=Software Engineering	On Site	Mountain View, CA	Databricks	$150000-$190000 /yr	5001-10000	Analytics, Artificial Intelligence (AI)	"1. PhD in databases or systems
2. A passion for database systems, storage systems, distributed systems, language design, and/or performance optimization
3. Motivated by delivering customer value and impact"	not sure	
Software Engineer I (4991)	2026-01-28	https://jobright.ai/jobs/info/697a87df9d60e431a16c0ef0?utm_source=1100&utm_campaign=Software Engineering	On Site	Huntsville, AL	SMX	$73K-$122K /yr	1001-5000	Analytics, Cloud Computing	"1. Clearance Required: Secret
2. Bachelor’s degree in Computer Science or related field required
3. 4 additional years of related experience may be substituted for the degree requirement
4. 0-10 years of relevant experience
5. Knowledge of, and experience employing, the software development life cycle
..."	no	yes
Associate SOC Analyst	2026-01-28	https://jobright.ai/jobs/info/697a6933f6fc293b0a2c391e?utm_source=1100&utm_campaign=Software Engineering	Remote	United States	UltraViolet Cyber	$65000-$75000 /yr	101-250	Computer, Information Technology	"1. US Citizenship is Required
2. 0-2 years of experience in an operational or technical environment, preferably with customer-facing responsibilities.
3. Foundational understanding of core networking concepts including TCP/IP and common Internet protocols.
4. Exposure to or basic understanding of an information/cyber security role, particularly in security monitoring and analysis.
5. Familiarity with the cyber security threat landscape, including prevalent vulnerabilities and attack methods.
..."	no	yes
Systems Administrator Associate	2026-01-28	https://jobright.ai/jobs/info/697a870ff6fc293b0a2c5e57?utm_source=1100&utm_campaign=Software Engineering	On Site	Indianapolis, IN	State of Indiana	$55K-$55K /yr	10000+	Government, Information Services	"1. Bachelor's Degree in Computer Technology or related field with 1+ year of experience, or
2. High School Diploma or HSE diploma with 3+ years of experience applying the below, outlined knowledge, skills, and abilities in a similar role.
3. Moderate knowledge of information technology systems and their related infrastructure.
4. General knowledge of performance and tuning techniques.
5. Ability to solve problems effectively and efficiently with direction from higher-level information technology staff.
..."	not sure	
Word Press Developer \- Jaipur	2026-01-28	https://jobright.ai/jobs/info/697a64ebf6fc293b0a2c345c?utm_source=1100&utm_campaign=Software Engineering	Remote	Remote job	FoodMe Global / Dine Palace	INR20-INR20 /mon	1-10		"1. Strong communication skills and the ability to build good working relationships with team members and leadership
2. Knowledge of domain and hosting management will be an advantage.
3. Practical experience and coding skills
4. The ability to multitask while keeping to the company’s timing and budget limitations
5. Strong problem-solving and debugging skills
..."	not sure	
Application Developer	2026-01-28	https://jobright.ai/jobs/info/697a77e8f6fc293b0a2c496a?utm_source=1100&utm_campaign=Software Engineering	On Site	Springfield, MO	Andy's Frozen Custard	$0-$65K /yr	1001-5000	Hospitality	"1. Bachelor’s degree in Computer Science, Information Technology, or related field (or equivalent experience)
2. Strong working knowledge of PHP and JavaScript
3. Develop and maintain applications using Laravel (PHP) in a LAMP environment
4. Build front-end features using Vue.js with JavaScript and TypeScript
5. Convert requirements and designs into clean, efficient code
..."	not sure	
DevOps Engineer I – ArcGIS API for Python	2026-01-28	https://jobright.ai/jobs/info/697a64739d60e431a16be1b2?utm_source=1100&utm_campaign=Software Engineering	On Site	Redlands, CA	Esri	$79,040-$129,792 /yr	5001-10000	3D Technology, Analytics	"1. 1+ years of relevant experience (including internships, open-source contributions, or advanced academic projects) in Python or Rust
2. Understanding of the Python language and its packaging ecosystem (pip, setuptools, poetry)
3. Familiarity with creating and managing environments, writing meta.yaml recipes, and managing channels
4. Basic understanding of building Rust binaries or Python extensions (e.g., maturin, pyo3)
5. Hands-on experience with GitHub Actions, GitLab CI, or Azure Pipelines (experience with YAML-based pipeline configuration)
..."	not sure	
1519 - Systems Engineer I - III	2026-01-28	https://jobright.ai/jobs/info/697a87b7f6fc293b0a2c5f4d?utm_source=1100&utm_campaign=Software Engineering	On Site	San Diego, CA	Sigma Defense Systems LLC	$75K-$150K /yr	101-250	Software	"1. 0-2 Years of Experience for Systems Engineer I
2. Knowledge of designing, developing, implementing, and integrating IT systems
3. Knowledge of troubleshooting/configuring IT environments
4. Knowledge of DoD cybersecurity and compliance requirements
5. Must be a U.S. citizen
..."	no	yes
Production System Administrator	2026-01-28	https://jobright.ai/jobs/info/695e83cba112b402660d340d?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
Denver, CO
St. Petersburg, FL"	Raymond James	$70K-$100K /yr	10000+	Banking, Financial Services	"1. Bachelor’s: Computer and Information Science, High School (HS) (Required)
2. General Experience - 13 months to 3 years
3. Proficiency in configuring and managing enterprise monitoring tools (e.g., Splunk, Datadog, Dynatrace) to detect anomalies and ensure system reliability.
4. Skilled in drafting and maintaining clear, structured knowledge base articles and operational procedures.
5. Ability to analyze KPIs, SLA metrics, and incident trends to produce actionable insights and support operational decision-making.
..."	no	
GSOC Operator - Security Operations Center	2026-01-28	https://jobright.ai/jobs/info/697a6156f6fc293b0a2c30dc?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
Graniteville, SC, US
US-SC-Graniteville"	Allied Universal	$21-$21 /hr	10000+	Cyber Security, Information Technology	"1. Must possess a high school diploma or equivalent
2. Licensing requirements are subject to state and/or local laws and regulations and may be required prior to employment
3. Work experience must include of the following:
4. Demonstrated analytic and critical thinking skills and ability to expertly prepare reports
5. Ability to use logic and reasoning to reach conclusions and approaches to problems
..."	not sure	
Cloud DevOps Engineer - TS	2026-01-28	https://jobright.ai/jobs/info/697bd2c90b88cc7d6422a34d?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
US - MD, Columbia
US - Remote (Any Location)"	Parsons Corporation	$72900-$127600 /yr	10000+	Building Material, Construction	"1. Active Top Secret clearance.
2. Bachelor's degree in Computer Science, Information Technology, or equivalent field.
3. A minimum of 1 years of experience in a DevOps or related role.
4. Security+ certification (this cannot be substituted with other security certs).
5. Proficiency in scripting languages such as Python, Bash, or PowerShell.
..."	no	
R&D Software Engineer I - Shockwave Medical	2026-01-28	https://jobright.ai/jobs/info/697a86b49d60e431a16c0cb1?utm_source=1100&utm_campaign=Software Engineering	On Site	Santa Clara, California, United States of America	Johnson & Johnson	$73000-$117300 /yr	10000+		"1. Bachelor’s Degree in Computer Science or Electrical Engineering
2. Demonstrated experience with microcontroller programming and embedded systems development through academic coursework or personal projects
3. Proficient in C programming language
4. Experience with Makefile, Compilers, Linkers and Assembly level code
5. Experience in the use of software development tools including emulators, in-circuit debugging tools, Oscilloscopes and Logic Analyzers
..."	not sure	
Cloud DevOps Engineer	2026-01-28	https://jobright.ai/jobs/info/697a83949d60e431a16c06ae?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
US - MD, Columbia
US - Remote (Any Location)"	ParsonsKellogg	$72900-$127600 /yr	11-50	Advertising, Marketing	"1. Active Top Secret clearance.
2. Bachelor's degree in Computer Science, Information Technology, or equivalent field.
3. A minimum of 1 years of experience in a DevOps or related role.
4. Security+ certification (this cannot be substituted with other security certs).
5. Proficiency in scripting languages such as Python, Bash, or PowerShell.
..."	no	
Junior Cloud Engineer	2026-01-28	https://jobright.ai/jobs/info/695eb15c0badca5763af274c?utm_source=1100&utm_campaign=Software Engineering	On Site	St Louis, MO	Peraton	$66K-$106K /yr	10000+	Information Technology, Robotics	"1. Bachelor's degree or higher in Computer Science, Information Technology, Management Information Systems, or related STEM degree program, or up to 6 years of experience as a Cloud Engineer in lieu of degree.
2. Junior-level (0 to 6 years) working experience in government or industry supporting or leading cloud-based systems engineering efforts.
3. Experience using Jenkins CI/CD
4. Experience using GitLab
5. Experience using JavaScript
..."	no	yes
Full Stack Software Engineer (Next.js)	2026-01-28	https://jobright.ai/jobs/info/697a58a2a8de441ca73581d0?utm_source=1100&utm_campaign=Software Engineering	On Site	NYC Metro Area	Fortune	$65K-$190K /yr	1001-5000		"1. Bachelor's degree in computer science, engineering, or a related field.
2. Proven experience building high-performance web applications using Next.js or similar framework.
3. Strong understanding of backend technologies and RESTful API design.
4. Proficiency in JavaScript/TypeScript and modern web development frameworks.
5. Excellent problem-solving and debugging skills.
..."	not sure	
Data Scientist, Model Risk	2026-01-28	https://jobright.ai/jobs/info/697a714d9d60e431a16bf041?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Oakville, ON, Canada	Sagen	currency70000-currency85000 /yr	251-500	Consumer Lending, Customer Service	"1. Advanced degree in quantitative fields (e.g., Statistics, Mathematics, Computer Science, Econometrics, Engineering).
2. Minimum 1-2 years of experience in ML/Bayesian/DL/AI model development, with required experience in model validations or model risk.
3. Strong programming skills in Python, R, SQL, PySpark, and related analytical tools.
4. Knowledge of ML, Bayesian, and deep learning methods and frameworks (e.g., Scikit‑learn, MLlib, Keras, PyTorch, etc.).
5. Experience with AWS cloud environments, containerization, and modern development workflows (e.g., AWS, Docker, GitHub Actions).
..."	not sure	
Website Designer/Front-end Developer	2026-01-28	https://jobright.ai/jobs/info/697a7560f6fc293b0a2c45ff?utm_source=1100&utm_campaign=Software Engineering	Hybrid	London, ON, Canada	Emco Corporation: Plumbing, HVAC, Waterworks, Industrial, Irrigation, Fire Protection	CAD50000-CAD55000 /yr	1001-5000	Construction, Heating  Ventilation  and Air Conditioning (HVAC)	"1. Post-secondary degree or diploma in Marketing, Communications, Web development or related field
2. 1-3 years of experience in design/front-end development
3. Strong understanding of responsive and mobile-first design principles
4. Familiarity with SEO best practices"	not sure	
